Unnamed: 0,id,is_robot,nickname,consent,status,pollution_id,num_jugador,partida_id,num_seleccions,bots,acabat,endowment_initial,endowment_current,contributed_public_goods,winnings_public_goods,savings_public_goods,coins_total,tickets,gender,age_range,educational_level,economic_status,working_status,residence,frame_pr1,frame_pr2,frame_pr3,verification_pr1,verification_pr2,verification_pr3,verification_pr4,enquesta_final_pr1,enquesta_final_pr2,enquesta_final_pr3,enquesta_final_pr4,enquesta_final_pr5,enquesta_final_pr6,enquesta_final_pr7,enquesta_final_pr8,enquesta_final_pr9,enquesta_final_pr10,enquesta_final_pr11,date_tutorial,date_register,date_creation,date_end,comment,contributions,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,no2_level,control_wealth
98,1117,0,0186,1,END,11.0,5.0,1017.0,10,0,1,60,40,20,40,40,40.0,3,M,r2,r4,r5,r2,r11,r1,r2,r1,r2,r2,r1,,r1,r4,r3,r3,r3,r2,r3,r1,r2,r3,"baixar el preu del transport public
",2018-04-23 14:31:03.709670,2018-04-23 14:33:08.122453,2018-04-23 14:29:33.213559,2018-04-23 14:41:40.127086,,[2 4 2 0 4 2 4 0 0 2],2.0,4.0,2.0,0.0,4.0,2.0,4.0,0.0,0.0,2.0,46.23,UNEQUAL-H
99,1118,0,0190,1,END,11.0,4.0,1018.0,10,0,1,40,18,22,0,18,0.0,1,M,r2,r4,r1,r2,r11,r3,r3,r1,r2,r2,r1,,r4,r4,r1,r4,r2,r4,r2,r2,r3,r2,No,2018-04-23 14:45:43.984486,2018-04-23 14:49:34.502633,2018-04-23 14:44:14.248636,2018-04-23 14:54:46.959894,,[0 4 2 4 0 0 4 4 4 0],0.0,4.0,2.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,46.23,EQUAL
100,1119,0,0194,1,END,11.0,5.0,1018.0,10,0,1,40,40,0,0,40,0.0,1,F,r2,r4,r2,r4,r11,r2,r2,r1,r2,r2,r1,,r1,r5,r1,r5,r1,r5,r3,r3,r3,r1,"El que s'ha dit abans, un no s'implica si no li passa a ell. Fem-nos a tots partíceps.
",2018-04-23 14:45:19.641979,2018-04-23 14:48:41.835640,2018-04-23 14:44:34.430505,2018-04-23 14:55:11.774934,,[0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.23,EQUAL
101,1120,0,0198,1,END,11.0,6.0,1018.0,10,0,1,40,16,24,0,16,0.0,1,M,r2,r4,r2,r4,r11,r3,r1,r1,r2,r2,r1,,r1,r3,r1,r4,r2,r4,r3,r1,r4,r4,"Superilles
 ",2018-04-23 14:46:21.724402,2018-04-23 14:47:49.632585,2018-04-23 14:45:09.491195,2018-04-23 14:57:20.543059,,[4 2 2 2 0 4 4 2 4 0],4.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,4.0,0.0,46.23,EQUAL
102,1121,0,0095,1,END,1.0,3.0,1018.0,10,0,1,40,20,20,0,20,0.0,1,M,r1,r3,r1,r1,r1,r2,r2,r2,r2,r2,r1,,r4,r4,r1,r3,r4,r2,r3,r2,r4,r1,No,2018-04-23 14:47:10.795847,2018-04-23 14:49:27.172983,2018-04-23 14:45:44.711207,2018-04-23 14:55:28.211058,,[2 4 4 0 0 4 4 2 0 0],2.0,4.0,4.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,50.31,EQUAL
103,1122,0,0168,1,END,2.0,1.0,1018.0,10,0,1,40,14,26,0,14,0.0,1,F,r3,r4,r3,r3,r2,r1,r2,r1,r2,r2,r1,,r4,r5,r1,r3,r2,r5,r3,r2,r3,r1,"Bajar el precio del transporte publico para que la gente lo utilice mas
",2018-04-23 14:46:40.474040,2018-04-23 14:48:38.406157,2018-04-23 14:45:59.294937,2018-04-23 14:56:45.069892,,[2 0 2 4 4 2 2 4 4 2],2.0,0.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,52.38,EQUAL
104,1123,0,0176,1,END,2.0,2.0,1018.0,10,0,1,40,16,24,0,16,0.0,1,F,r3,r4,r2,r3,r2,r1,r3,r1,r2,r2,r1,,r3,r4,r3,r4,r2,r4,r2,r3,r3,r3,hacer dias sin coche y favorecer el transporte publico o ampliar carriles bici,2018-04-23 14:47:09.180409,2018-04-23 14:49:14.953534,2018-04-23 14:46:16.286691,2018-04-23 14:56:48.463152,,[4 2 2 4 0 2 4 4 2 0],4.0,2.0,2.0,4.0,0.0,2.0,4.0,4.0,2.0,0.0,52.38,EQUAL
110,1132,0,0040,1,END,6.0,5.0,1020.0,10,0,1,60,38,22,38,38,38.0,3,M,r2,r4,r1,r2,r6,r2,r3,r1,r2,r2,r1,,r4,r3,r1,r5,r2,r5,r2,r3,r3,r3,"base de datos publica para poder hacer analisis econometricoo
",2018-04-23 15:25:32.185871,2018-04-23 15:27:09.051951,2018-04-23 15:22:57.611352,2018-04-23 15:37:43.634930,,[2 0 4 4 2 0 2 4 0 4],2.0,0.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0,4.0,43.8,UNEQUAL-H
111,1133,0,0044,1,END,11.0,3.0,1020.0,10,0,1,30,2,28,2,2,2.0,1,F,r2,r4,r2,r4,r11,r3,r3,r1,r2,r2,r1,,r4,r4,r3,r5,r2,r2,r3,r4,r3,r2,"En un futur, el centre de Barcelona hauria de ser molt més peatonal, i potenciar altres transports que no siguin el cotxe o la moto",2018-04-23 15:25:29.211456,2018-04-23 15:28:04.233672,2018-04-23 15:23:13.171971,2018-04-23 15:38:10.710336,,[2 4 2 4 4 4 2 4 2 0],2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,46.23,UNEQUAL-H
112,1134,0,0028,1,END,6.0,6.0,1020.0,10,0,1,60,60,0,60,60,60.0,5,M,r2,r4,r5,r2,r6,r2,r2,r1,r2,r2,r1,,r2,r5,r1,r1,r1,r1,r3,r5,r2,r3,"No, no conozco suficiente del tema
",2018-04-23 15:25:35.562024,2018-04-23 15:27:37.557508,2018-04-23 15:23:53.064726,2018-04-23 15:35:44.561229,,[0 0 0 0 0 0 0 0 0 0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,UNEQUAL-H
113,1135,0,0036,1,END,11.0,4.0,1020.0,10,0,1,30,6,24,6,6,6.0,1,F,r2,r4,r1,r2,r11,r1,r2,r1,r2,r2,r1,,r4,r4,r2,r5,r2,r5,r2,r3,r3,r1,"Informacion sobre investigaciones
Transporte publico mas economico",2018-04-23 15:25:52.254993,2018-04-23 15:29:05.366312,2018-04-23 15:24:40.400781,2018-04-23 15:37:00.289101,,[2 4 4 4 4 2 0 2 2 0],2.0,4.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,46.23,UNEQUAL-H
114,1136,0,0137,1,END,2.0,1.0,1020.0,10,0,1,30,8,22,8,8,8.0,1,F,r3,r4,r3,r4,r2,r1,r2,r1,r2,r2,r1,,r3,r4,r2,r5,r2,r5,r1,r1,r3,r2,"Piedi-bus por niños que van a las escuelas, no se si ya existe, pero seria bonito, van caminando todos juntos y quien tiene la responsabilidad de traerlos anlanescuela va recojendo niños de piso en oiso por el districto
",2018-04-23 15:26:09.105945,2018-04-23 15:29:27.942643,2018-04-23 15:24:44.897488,2018-04-23 15:38:22.567313,,[4 2 4 4 2 4 2 0 0 0],4.0,2.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,52.38,UNEQUAL-H
115,1137,0,PAARTECIPANT0147,1,END,2.0,2.0,1020.0,10,0,1,30,4,26,4,4,4.0,1,F,r3,r4,r3,r3,r2,r2,r3,r1,r2,r2,r1,,r3,r4,r3,r5,r1,r5,r1,r5,r3,r1,No se en verdad:......,2018-04-23 15:26:07.059430,2018-04-23 15:29:34.196759,2018-04-23 15:24:47.625963,2018-04-23 15:37:59.394901,,[4 4 4 4 4 4 2 0 0 0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,52.38,UNEQUAL-H
116,1138,0,0346,1,END,2.0,1.0,1021.0,10,0,1,40,10,30,10,10,10.0,1,F,r4,r4,r3,r3,r2,r2,r2,r1,r2,r2,r1,,r4,r5,r1,r5,r1,r5,r2,r4,r4,r3,"Facilitar a los ciutadanos , el transporte en bici y hacer mas zonas peatonales



",2018-04-23 15:40:08.577919,2018-04-23 15:43:25.803992,2018-04-23 15:38:41.839272,2018-04-23 15:53:41.577651,,[4 2 4 2 2 4 4 4 4 0],4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,52.38,EQUAL
117,1139,0,0214,1,END,2.0,2.0,1021.0,10,0,1,40,14,26,14,14,14.0,1,M,r5,r4,r3,r4,r2,r1,r2,r1,r2,r2,r1,,r4,r4,r1,r5,r3,r5,r2,r3,r3,r2,"Restringir más la circulación de vehículos con motor de combustión
",2018-04-23 15:41:54.371690,2018-04-23 15:43:53.675449,2018-04-23 15:39:03.744688,2018-04-23 15:53:07.646410,,[2 2 4 4 4 2 2 2 4 0],2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,52.38,EQUAL
118,1140,0,0253,1,END,11.0,4.0,1021.0,10,0,1,40,2,38,2,2,2.0,1,M,r4,r4,r3,r3,r11,r3,r1,r1,r2,r2,r1,,r1,r4,r3,r4,r2,r5,r3,r3,r4,r1,"Inceased promation of transit nd walking
",2018-04-23 15:40:24.692128,2018-04-23 15:41:37.602798,2018-04-23 15:39:25.648326,2018-04-23 15:51:06.682072,,[4 4 2 4 4 4 4 4 4 4],4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,46.23,EQUAL
119,1141,0,0342,1,END,11.0,5.0,1021.0,10,0,1,40,2,38,2,2,2.0,1,M,r5,r4,r3,r3,r11,r3,r3,r1,r2,r2,r1,,r3,r5,r1,r3,r3,r2,r1,r5,r3,r1,ttt,2018-04-23 15:42:34.436141,2018-04-23 15:45:52.398763,2018-04-23 15:40:48.138792,2018-04-23 15:52:44.437257,,[4 4 4 2 4 4 4 4 4 4],4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,46.23,EQUAL
120,1142,0,0338,1,END,11.0,6.0,1021.0,10,0,1,40,2,38,2,2,2.0,1,F,r1,r4,r1,r1,r11,r2,r3,r1,r2,r2,r1,,r4,r4,r3,r4,r2,r1,r1,r2,r3,r1,"D
",2018-04-23 15:41:59.452425,2018-04-23 15:43:46.591758,2018-04-23 15:41:04.049530,2018-04-23 15:51:01.211748,,[4 2 4 4 4 4 4 4 4 4],4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,46.23,EQUAL
121,1143,0,0153,1,END,2.0,3.0,1021.0,10,0,1,40,22,18,22,22,22.0,2,F,r3,r4,r3,r3,r2,r2,r2,r1,r2,r2,r1,,r3,r4,r1,r4,r3,r5,r3,r1,r5,r3,No,2018-04-23 15:42:51.583165,2018-04-23 15:44:41.899264,2018-04-23 15:41:18.219315,2018-04-23 15:52:45.023622,,[2 0 0 2 4 4 2 4 0 0],2.0,0.0,0.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,52.38,EQUAL
122,1144,0,0330,1,END,8.0,5.0,1022.0,10,0,1,60,36,24,0,36,0.0,1,M,r3,r4,r2,r3,r8,r2,r3,r1,r2,r2,r1,,r3,r4,r2,r3,r2,r2,r2,r2,r4,r2,"Informar a los ciudadadanos de todas las propuestos y hacerlos participes de sus proyectos

",2018-04-23 15:55:24.919356,2018-04-23 15:59:37.203351,2018-04-23 15:52:51.264531,2018-04-23 16:11:02.885169,,[2 0 4 0 4 2 4 2 2 4],2.0,0.0,4.0,0.0,4.0,2.0,4.0,2.0,2.0,4.0,40.88,UNEQUAL-H
123,1145,0,0226,1,END,8.0,6.0,1022.0,10,0,1,60,34,26,0,34,0.0,1,F,r4,r4,r2,r3,r8,r2,r3,r1,r2,r2,r1,,r3,r1,r1,r4,r3,r5,r3,r2,r2,r1,"Dar más facilidades para que los vehiculos hibridos sean la primera opción.


",2018-04-23 15:55:50.658398,2018-04-23 16:00:25.475143,2018-04-23 15:55:14.985499,2018-04-23 16:12:24.001132,,[4 4 2 2 0 2 2 2 4 4],4.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,40.88,UNEQUAL-H
124,1146,0,0322,1,END,1.0,2.0,1022.0,10,0,1,30,18,12,0,18,0.0,1,M,r3,r4,r3,r3,r1,r1,r2,r2,r2,r2,r1,,r3,r5,r3,r5,r3,r1,r3,r3,r3,r1,No,2018-04-23 15:56:39.993124,2018-04-23 15:59:10.437837,2018-04-23 15:55:19.441107,2018-04-23 16:09:42.551133,,[2 0 4 0 0 0 0 2 0 4],2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,50.31,UNEQUAL-H
125,1147,0,0334,1,END,3.0,4.0,1022.0,10,0,1,30,26,4,0,26,0.0,1,F,r1,r3,r1,r2,r3,r2,r2,r1,r2,r2,r1,,r2,r4,r1,r2,r3,r4,r1,r3,r4,r4,Pues que no hayan demasiados coches de gas ,2018-04-23 15:56:17.849771,2018-04-23 15:59:17.941237,2018-04-23 15:55:27.218067,2018-04-23 16:10:07.500506,,[2 0 2 0 0 0 0 0 0 0],2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.89,UNEQUAL-H
126,1148,0,0318,1,END,1.0,3.0,1022.0,10,0,1,30,4,26,0,4,0.0,1,F,r3,r4,r3,r4,r1,r2,r2,r1,r2,r2,r1,,r2,r5,r1,r4,r2,r3,r3,r1,r3,r1,No   ,2018-04-23 15:57:21.696162,2018-04-23 15:59:37.189450,2018-04-23 15:55:34.875064,2018-04-23 16:10:04.164986,,[2 4 2 0 2 2 4 4 4 2],2.0,4.0,2.0,0.0,2.0,2.0,4.0,4.0,4.0,2.0,50.31,UNEQUAL-H
127,1149,0,0222,1,END,2.0,1.0,1022.0,10,0,1,30,8,22,0,8,0.0,1,F,r4,r4,r3,r3,r2,r1,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r2,r5,r1,r3,r4,r2,"mes verd, menys cotxes, mes natura",2018-04-23 15:57:57.278958,2018-04-23 16:03:49.148004,2018-04-23 15:56:27.988367,2018-04-23 16:12:29.716464,,[2 4 2 2 4 2 2 4 0 0],2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,52.38,UNEQUAL-H
128,1150,0,0230,1,END,2.0,1.0,1023.0,10,0,1,30,10,20,10,10,10.0,1,M,r2,r4,r2,r2,r2,r1,r3,r1,r2,r2,r1,,r3,r4,r3,r5,r5,r2,r2,r3,r3,r3,"Uso de autobuses 100% electricos y ampliacion de zonas de exclusiln para coches asi como priorizacion del espacio para el peaton 
",2018-04-23 16:15:34.190282,2018-04-23 16:17:08.088412,2018-04-23 16:14:40.606956,2018-04-23 16:27:24.854399,,[4 4 2 4 2 2 2 0 0 0],4.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,52.38,UNEQUAL-H
129,1151,0,0234,1,END,2.0,2.0,1023.0,10,0,1,30,16,14,16,16,16.0,2,F,r2,r4,r1,r2,r2,r1,r3,r1,r2,r2,r1,,r3,r4,r1,r5,r3,r5,r1,r1,r3,r1,"Limitar el tráfico, más bicis y calles peatonales, abaratar el coste del metro
",2018-04-23 16:16:12.303516,2018-04-23 16:19:25.563465,2018-04-23 16:14:53.108369,2018-04-23 16:27:54.092957,,[2 2 2 2 2 2 2 0 0 0],2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,52.38,UNEQUAL-H
130,1152,0,0314,1,END,11.0,3.0,1023.0,10,0,1,30,4,26,4,4,4.0,1,M,r3,r4,r3,r4,r11,r2,r3,r1,r2,r2,r1,,r4,r4,r1,r5,r2,r4,r1,r3,r3,r3,"Més transport públic, limitar ús cotxe, fomentar energies renovables, ",2018-04-23 16:16:39.627332,2018-04-23 16:18:52.428902,2018-04-23 16:15:48.772860,2018-04-23 16:28:33.209030,,[4 2 4 4 4 2 2 2 0 2],4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,46.23,UNEQUAL-H
131,1153,0,0218,1,END,7.0,6.0,1023.0,10,0,1,60,48,12,48,48,48.0,4,M,r3,r4,r3,r3,r7,r2,r3,r2,r2,r2,r1,,r3,r5,r3,r5,r1,r5,r3,r1,r3,r2,"Prohibir el tráfico a vehículos no eléctricos

Potenciar el transporte en bicicleta

Potenciar la energia limpia",2018-04-23 16:18:26.437483,2018-04-23 16:20:50.290343,2018-04-23 16:16:22.485792,2018-04-23 16:30:56.177862,,[2 2 2 2 2 2 0 0 0 0],2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,39.53,UNEQUAL-H
132,1154,0,0163,1,END,6.0,5.0,1023.0,10,0,1,60,30,30,30,30,30.0,3,F,r2,r4,r2,r4,r6,r2,r3,r1,r2,r2,r1,,r3,r4,r2,r2,r4,r4,r1,r3,r3,r2,"contractar biolegs experts i ben qualificats, ja que poden aportar molt coneixament i experiencia inla majoria d'ells estan a l'atur. ",2018-04-23 16:18:39.117577,2018-04-23 16:21:15.807108,2018-04-23 16:16:39.164266,2018-04-23 16:28:37.235151,,[2 4 2 4 4 4 4 4 2 0],2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,43.8,UNEQUAL-H
133,1155,0,0326,1,END,4.0,4.0,1023.0,10,0,1,30,8,22,8,8,8.0,1,M,r3,r4,r2,r4,r4,r1,r3,r1,r2,r2,r1,,r4,r4,r3,r5,r3,r5,r3,r4,r5,r4,"Fomentar les onades verdes en els semafors per bicicletes dels carrils bici. Aix,i la gent vegi que amb bicicleta es mes rapid arribar i deixi el cotxe. Apart de posar tot duna el tram per tota la diagonal. I fer mesures en contra dels cotxes mes enlla dunes simples enganxines que no milloraran laire.",2018-04-23 16:17:56.722227,2018-04-23 16:20:36.229504,2018-04-23 16:16:43.163191,2018-04-23 16:29:46.118695,,[2 4 2 4 4 4 2 0 0 0],2.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,44.6,UNEQUAL-H
134,1156,0,Joan,1,END,3.0,4.0,1024.0,10,0,1,30,14,16,14,14,14.0,1,N,r2,r4,r2,r4,r3,r1,r2,r1,r2,r2,r1,,r4,r3,r1,r3,r3,r4,r3,r2,r3,r1,No ,2018-04-23 16:31:50.364783,2018-04-23 16:33:41.265235,2018-04-23 16:30:16.199969,2018-04-23 16:42:29.321321,,[2 4 0 4 0 2 0 4 0 0],2.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,46.89,UNEQUAL-H
135,1157,0,0239,1,END,2.0,1.0,1024.0,10,0,1,30,22,8,22,22,22.0,2,M,r2,r4,r3,r4,r2,r2,r2,r1,r2,r2,r1,,r4,r5,r1,r5,r2,r5,r3,r3,r4,r1,"controlar la cantidad de vehículos
",2018-04-23 16:31:47.253509,2018-04-23 16:34:38.417914,2018-04-23 16:30:26.802927,2018-04-23 16:43:09.629501,,[2 2 4 0 0 0 0 0 0 0],2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.38,UNEQUAL-H
136,1158,0,0231,1,END,3.0,5.0,1024.0,10,0,1,60,30,30,30,30,30.0,3,M,r2,r4,r1,r2,r3,r2,r3,r1,r2,r2,r1,,r3,r1,r3,r5,r2,r4,r3,r1,r2,r1,Un nuevo Transporte publico ecologico y gratuito donde el dinero sea destinado para ayudar a favorecer el medio ambiente.,2018-04-23 16:33:09.548133,2018-04-23 16:36:22.432246,2018-04-23 16:30:44.983914,2018-04-23 16:45:47.604317,,[4 2 4 2 4 4 2 4 2 2],4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,46.89,UNEQUAL-H
137,1159,0,0235,1,END,6.0,6.0,1024.0,10,0,1,60,28,32,28,28,28.0,2,F,r2,r4,r2,r2,r6,r2,r2,r1,r2,r2,r1,,r3,r3,r1,r1,r1,r5,r1,r3,r3,r5,"Transport PÚBLIC, repeteixo PÚBLIC més barat. No cotxes al centre. Ada Colau dimisió
",2018-04-23 16:31:56.655594,2018-04-23 16:34:03.576522,2018-04-23 16:31:02.651870,2018-04-23 16:42:53.395673,,[2 4 4 4 4 4 2 4 4 0],2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,43.8,UNEQUAL-H
138,1160,0,0247,1,END,2.0,2.0,1024.0,10,0,1,30,2,28,2,2,2.0,1,F,r4,r4,r3,r3,r2,r1,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r2,r5,r2,r3,r3,r3,"Minimizar el uso de los coches en la cuidad, incluso sanccionando el mal uso.
Multiplicar las super illas y abrir maszonas verdes. Los parques de esta cuidad son ridiculos.
",2018-04-23 16:32:46.810274,2018-04-23 16:35:54.047775,2018-04-23 16:31:32.316684,2018-04-23 16:45:59.124999,,[4 4 2 4 4 0 0 2 4 4],4.0,4.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,4.0,52.38,UNEQUAL-H
139,1161,0,0227,1,END,2.0,3.0,1024.0,10,0,1,30,12,18,12,12,12.0,1,M,r4,r4,r2,r3,r2,r1,r3,r1,r2,r2,r1,,r2,r4,r1,r4,r3,r4,r3,r2,r3,r3,Repartir el flujo de trafico dentro de la ciudad,2018-04-23 16:33:03.777179,2018-04-23 16:35:54.969362,2018-04-23 16:31:37.220575,2018-04-23 16:42:42.350294,,[2 4 2 0 4 0 4 2 0 0],2.0,4.0,2.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,52.38,UNEQUAL-H
140,1162,0,0306,1,END,11.0,4.0,1025.0,10,0,1,30,6,24,6,6,6.0,1,F,r2,r2,r1,r2,r11,r2,r3,r1,r2,r2,r1,,r3,r4,r1,r2,r2,r4,r2,r4,r3,r4,"Prohibir los cigarillos en publico, prohibir los coches con gasolina, ya que hay eco coches , y poner tubos que filtran el aire como en china . 
",2018-04-23 16:47:55.649271,2018-04-23 16:50:05.250762,2018-04-23 16:44:07.258664,2018-04-23 17:03:10.845507,,[4 2 4 0 4 0 0 4 2 4],4.0,2.0,4.0,0.0,4.0,0.0,0.0,4.0,2.0,4.0,46.23,UNEQUAL-H
141,1163,0,0191,1,END,8.0,6.0,1025.0,10,0,1,60,42,18,42,42,42.0,3,M,r3,r4,r2,r3,r8,r3,r1,r2,r2,r2,r1,,r3,r4,r1,r3,r3,r2,r3,r1,r3,r1,Less cars,2018-04-23 16:47:34.066248,2018-04-23 16:49:50.294692,2018-04-23 16:44:29.891071,2018-04-23 17:00:32.450367,,[2 0 4 2 4 4 2 0 0 0],2.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,40.88,UNEQUAL-H
142,1165,0,0171,1,END,3.0,2.0,1025.0,10,0,1,30,4,26,4,4,4.0,1,M,r4,r4,r3,r4,r3,r3,r2,r1,r2,r2,r1,,r3,r3,r3,r5,r4,r2,r3,r1,r2,r1,"No.
",2018-04-23 16:49:23.054415,2018-04-23 16:52:31.066009,2018-04-23 16:46:32.721976,2018-04-23 17:03:01.685738,,[4 0 4 2 4 4 2 4 0 2],4.0,0.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0,2.0,46.89,UNEQUAL-H
143,1166,0,0219,1,END,1.0,1.0,1025.0,10,0,1,30,18,12,18,18,18.0,2,M,r3,r4,r3,r3,r1,r2,r1,r1,r2,r2,r1,,r3,r5,r1,r5,r2,r2,r3,r2,r2,r1,"No tengo nada
Sorry",2018-04-23 16:49:32.408787,2018-04-23 16:51:06.901400,2018-04-23 16:47:53.317344,2018-04-23 17:01:53.164587,,[2 2 2 0 2 0 0 2 0 2],2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,50.31,UNEQUAL-H
144,1167,0,0183,1,END,3.0,3.0,1025.0,10,0,1,30,0,30,0,0,0.0,1,F,r3,r4,r2,r4,r3,r2,r2,r1,r2,r2,r1,,r4,r4,r1,r4,r1,r5,r3,r1,r2,r1,restringir el trafico de la ciudad. que el transporte publico sea mas economico y el metro esté abierto hasta más tarde al menos los dias laborables de verano,2018-04-23 16:48:55.891123,2018-04-23 16:50:54.171049,2018-04-23 16:47:54.545448,2018-04-23 17:01:54.115488,,[4 4 4 4 4 4 4 2 0 0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,46.89,UNEQUAL-H
145,1168,0,Participant 2015,1,END,4.0,5.0,1025.0,10,0,1,60,44,16,44,44,44.0,3,F,r3,r4,r3,r4,r4,r1,r3,r1,r2,r2,r1,,r4,r4,r1,r5,r3,r2,r2,r3,r2,r1,"informacion
Uso de bicicletas transporte publico
",2018-04-23 16:51:47.965754,2018-04-23 16:54:58.177342,2018-04-23 16:48:47.890088,2018-04-23 17:03:45.642587,,[4 2 0 4 2 0 2 0 2 0],4.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,44.6,UNEQUAL-H
146,1169,0,0207,1,END,3.0,2.0,1026.0,10,0,1,30,4,26,4,4,4.0,1,M,r1,r2,r1,r2,r3,r1,r3,r1,r2,r2,r1,,r3,r5,r3,r5,r2,r5,r2,r1,r3,r4,"mejorar el transporte publico, carril bici y aparcamientos",2018-04-23 17:05:01.941350,2018-04-23 17:08:25.359833,2018-04-23 17:03:52.643653,2018-04-23 17:19:27.440543,,[2 2 2 4 2 2 2 2 4 4],2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,46.89,UNEQUAL-H
147,1170,0,0302,1,END,11.0,3.0,1026.0,10,0,1,30,14,16,14,14,14.0,1,M,r2,r4,r1,r2,r11,r2,r1,r1,r2,r2,r1,,r3,r4,r3,r4,r4,r3,r3,r1,r3,r2,El control del trafico en zonas bastante transitadas por peatones.,2018-04-23 17:05:28.962372,2018-04-23 17:08:23.904966,2018-04-23 17:04:16.861939,2018-04-23 17:19:11.869056,,[2 4 2 0 4 2 0 2 0 0],2.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,46.23,UNEQUAL-H
148,1171,0,0289,1,END,8.0,6.0,1026.0,10,0,1,60,34,26,34,34,34.0,3,M,r3,r4,r3,r3,r8,r2,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r2,r4,r3,r4,r3,r3,"Reducció de creuers al port
",2018-04-23 17:07:05.316234,2018-04-23 17:09:25.278917,2018-04-23 17:04:51.948611,2018-04-23 17:17:59.591588,,[2 4 4 4 4 4 2 2 0 0],2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,40.88,UNEQUAL-H
149,1172,0,0298,1,END,11.0,4.0,1026.0,10,0,1,30,2,28,2,2,2.0,1,F,r2,r4,r2,r4,r11,r2,r1,r1,r2,r2,r1,,r3,r5,r1,r4,r3,r4,r3,r2,r3,r4,No,2018-04-23 17:06:10.086404,2018-04-23 17:09:06.193392,2018-04-23 17:04:56.666489,2018-04-23 17:17:45.015179,,[2 2 4 0 2 4 4 2 4 4],2.0,2.0,4.0,0.0,2.0,4.0,4.0,2.0,4.0,4.0,46.23,UNEQUAL-H
150,1173,0,Participant0187,1,END,6.0,5.0,1026.0,10,0,1,60,30,30,30,30,30.0,3,F,r3,r4,r3,r3,r6,r2,r3,r1,r2,r2,r1,,r4,r5,r2,r5,r1,r1,r1,r3,r3,r1,"Més iniciatives així
",2018-04-23 17:06:46.660813,2018-04-23 17:08:25.712193,2018-04-23 17:06:01.995644,2018-04-23 17:17:04.524983,,[4 4 4 4 4 4 2 4 0 0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,43.8,UNEQUAL-H
